,PV_capacities,Wind_Capacities
0,10.394192762308395,31.729522676906413
1,9.632959044213008e-12,39.53812777061012
2,1.4907681359962164e-11,83.45481255599223
3,2.972533372991324e-12,8.026813681495716
4,1.0733000111762966e-12,2.697612172112038e-12
5,4.813919920573825e-13,6.345889940505292e-12
6,9.276334712645601,26.59423516715997
7,1.9196610953427516e-12,27.399991337254978
8,17.247018179374106,4.5190318096851155e-12
9,1.8665474964633082e-13,16.657002893569164
10,4.898546786846357e-12,45.172308879373006
11,6.25293904340628,28.46943927014534
