,PV_capacities,Wind_Capacities
0,7.780200348529532e-12,85.7416169466281
1,8.656760704145479e-12,70.10745037850798
2,1.1411842924531256e-11,170.6899479867575
3,9.506709938675025e-12,13.787368097510875
4,5.902196631655582e-12,5.133129647574746e-11
5,5.336442749896291e-12,5.429002680996247
6,3.830872883225373e-10,47.11401476773891
7,1.3136900859529541e-11,22.74463475798074
8,21.439398953776067,27.395237938038296
9,5.40377666434623e-12,36.24138382922939
10,9.86212075890047e-12,98.49123108736818
11,42.94821338107937,86.18030507853479
