,PV_capacities,Wind_Capacities
0,4.104223030926693e-12,85.74161668484238
1,4.131437246255697e-12,70.10744871515314
2,5.755199369132149e-12,170.68995031883276
3,4.861655507744572e-12,13.78736805554043
4,3.396090970746448e-12,5.3832090908954996e-12
5,2.8003615176934616e-12,5.429005580915
6,3.8740698962320265e-11,47.11401488638861
7,8.04676478926758e-12,22.74463383593305
8,21.43939836377713,27.39523894693968
9,1.0288849793368486e-12,36.241384201658995
10,4.744623639730911e-12,98.49123188818025
11,42.948214634271224,86.18030200031475
