,PV_capacities,Wind_Capacities
0,1.7076422376224276,9.629568208439176
1,0.19227543393077864,21.2321209477958
2,7.888561453036903e-05,36.20109508519706
3,4.3321632287422234e-06,11.066865098268737
4,8.21914801717846e-07,3.107637189754665e-07
5,9.627512974247857e-07,7.072105280096798e-07
6,1.4112440098233832e-06,14.870786145812268
7,6.577324507712209e-07,10.491568681987417
8,1.5214532327774174e-06,4.697998294005701
9,1.059865571631049e-06,48.0614579855227
10,3.4953941842451734e-06,11.823797077159577
11,9.23104889477789,4.651500416209483
