,PV_capacities,Wind_Capacities
0,10.394195255399783,31.72952993114241
1,3.271591924040056e-12,39.53813668102385
2,5.037234271023864e-12,83.45481588225026
3,1.0421538125802318e-12,8.02681094743677
4,4.12712353224397e-13,9.78948876492066e-13
5,3.0149496391117527e-13,2.1504884155471382e-12
6,9.276339652016484,26.594238501600547
7,6.681287528938053e-13,27.39998798208933
8,17.247024885410063,1.5381957964375577e-12
9,2.455987222294894e-13,16.657001786275988
10,1.6738481637694748e-12,45.172299762081735
11,6.252927586698079,28.469415426968624
