,YUC,Other
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.012177563332283496,0.0
6,0.45368729950755393,0.018484403383696096
7,1.9540605225515388,0.1371141990438004
8,3.4168050748987677,0.35651180414319167
9,4.527910308462979,0.6157628090019016
10,5.241004062074836,0.8278886053164016
11,5.55236000135466,0.9634301744650289
12,5.47028322449507,1.0185165164211112
13,4.9644759539253425,1.000848731346913
14,4.056516831870285,0.9088381223085569
15,2.7925101131059225,0.7509114368583416
16,1.4080672929852762,0.5358095105395849
17,0.24715582539202582,0.2893176133847305
18,0.0015100178532031533,0.09990005140974739
19,0.0,0.013373070223896468
20,0.0,0.00029632702525522167
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
